"","gene","name","geneid","NCBI"
"360","AK6","adenylate kinase 6",425215,"NP_001026504.1"
"361","AK7","adenylate kinase 7",428907,"XP_426462.2"
"362","AK8","adenylate kinase 8",430522,"XP_428077.3"
"363","AKAP1","A-kinase anchoring protein 1",417668,"XP_015151350.1"
"364","AKAP2","A-kinase anchoring protein 2",100533110,"XP_015136063.1"
"365","AKAP5","A-kinase anchoring protein 5",423506,"XP_015143367.1"
"366","AKAP6","A-kinase anchoring protein 6",423314,"XP_015143128.1"
"367","AKAP7","A-kinase anchoring protein 7",426926,"XP_004940278.2"
"368","AKAP8","A-kinase anchoring protein 8",426167,"XP_423831.4"
"369","AKAP8L","A-kinase anchoring protein 8 like",776856,"XP_015158169.1"
"370","AKAP9","A-kinase anchoring protein 9",395695,"NP_997062.2"
"371","AKAP10","A-kinase anchoring protein 10",417612,"XP_015151321.1"
"372","AKAP11","A-kinase anchoring protein 11",418835,"XP_004938730.1"
"373","AKAP12","A-kinase anchoring protein 12",421634,"XP_004935679.1"
"374","AKAP13","A-kinase anchoring protein 13",415502,"XP_015147543.1"
"375","AKAP17A","A-kinase anchoring protein 17A",418664,"NP_001182479.1"
"376","AKIP1","A-kinase interacting protein 1",423054,"XP_420987.3"
"377","AKIRIN2","akirin 2",421821,"NP_001180524.1"
"378","AKNA","AT-hook transcription factor",107052190,"XP_015135172.1"
"379","AKNAD1","AKNA domain containing 1",101747831,"XP_015145841.1"
"380","AKR1A1","aldo-keto reductase family 1 member A1",424599,"XP_015146491.1"
"381","AKR1B1","aldo-keto reductase family 1 member B",418169,"NP_001264828.1"
"382","AKR1D1","aldo-keto reductase family 1 member D1",418107,"NP_001264322.1"
"383","AKR7A2","aldo-keto reductase family 7 member A2",419471,"XP_417628.2"
"384","AKT1","AKT serine/threonine kinase 1",395928,"NP_990386.1"
"385","AKT2","AKT serine/threonine kinase 2",373973,"XP_015129637.1"
"386","AKT3","AKT serine/threonine kinase 3",421497,"XP_015139467.1"
"387","AKTIP","AKT interacting protein",415720,"XP_015147842.1"
"388","ALAD","aminolevulinate dehydratase",417273,"NP_001278335.1"
"389","ALAS1","5'-aminolevulinate synthase 1",552895,"NP_001018012.1"
"390","ALB","albumin",396197,"NP_990592.2"
"391","ALCAM","activated leukocyte cell adhesion molecule",396092,"NP_990510.1"
"392","ALDH1A1","aldehyde dehydrogenase 1 family member A1",395264,"XP_015135719.1"
"393","ALDH1A2","aldehyde dehydrogenase 1 family member A2",395844,"NP_990326.1"
"394","ALDH1L2","aldehyde dehydrogenase 1 family member L2",418078,"XP_416314.2"
"395","ALDH3A2","aldehyde dehydrogenase 3 family member A2",417615,"XP_015151259.1"
"396","ALDH4A1","aldehyde dehydrogenase 4 family member A1",419467,"NP_001239033.1"
"397","ALDH5A1","aldehyde dehydrogenase 5 family member A1",420818,"XP_418909.3"
"398","ALDH6A1","aldehyde dehydrogenase 6 family member A1",423345,"XP_004941836.1"
"399","ALDH7A1","aldehyde dehydrogenase 7 family member A1",426812,"XP_424422.2"
"400","ALDH8A1","aldehyde dehydrogenase 8 family member A1",421695,"XP_419732.1"
"401","ALDH9A1","aldehyde dehydrogenase 9 family member A1",424405,"XP_422248.3"
"402","ALDH18A1","aldehyde dehydrogenase 18 family member A1",423976,"XP_015144484.1"
"403","ALDOB","aldolase, fructose-bisphosphate B",427308,"NP_001007978.1"
"404","ALDOC","aldolase, fructose-bisphosphate C",395492,"NP_001193425.1"
"405","ALG1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase",416393,"XP_414707.3"
"406","ALG2","ALG2 alpha-1,3/1,6-mannosyltransferase",420998,"XP_003640838.2"
"407","ALG3","ALG3 alpha-1,3- mannosyltransferase",424952,"XP_004943459.1"
"408","ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase",418898,"XP_417093.2"
"409","ALG6","ALG6 alpha-1,3-glucosyltransferase",395078,"NP_989766.1"
"410","ALG8","ALG8 alpha-1,3-glucosyltransferase",428097,"XP_425656.3"
"411","ALG10","ALG10 alpha-1,2-glucosyltransferase",426734,"NP_001026565.1"
"412","ALG11","ALG11 alpha-1,2-mannosyltransferase",418880,"NP_001186754.1"
"413","ALG12","ALG12 alpha-1,6-mannosyltransferase",417733,"NP_001034359.2"
"414","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit",422339,"XP_015134150.1"
"415","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit",424484,"XP_015146217.1"
"416","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit",424484,"XP_015146218.1"
"417","ALK","ALK receptor tyrosine kinase",421297,"XP_015133623.1"
"418","ALKBH1","alkB homolog 1, histone H2A dioxygenase",428898,"NP_001026723.1"
"419","ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",416897,"NP_001264426.1"
"420","ALKBH3","alkB homolog 3, alpha-ketoglutaratedependent dioxygenase",423169,"NP_001269306.1"
"421","ALKBH4","alkB homolog 4, lysine demethylase",417510,"XP_415758.3"
"422","ALKBH5","alkB homolog 5, RNA demethylase",770703,"XP_001233463.1"
"423","ALKBH8","alkB homolog 8, tRNA methyltransferase",418972,"XP_417166.3"
"424","ALMS1","ALMS1 centrosome and basal body associated protein",422949,"XP_015141539.1"
"425","ALOX5","arachidonate 5-lipoxygenase",423769,"XP_003641560.1"
"426","ALOX5AP","arachidonate 5-lipoxygenase activating protein",770904,"NP_001265073.1"
"427","ALPI","alkaline phosphatase, intestinal",424936,"XP_015146974.1"
"428","ALPK1","alpha kinase 1",100858173,"XP_003641313.2"
"429","ALPK2","alpha kinase 2",426853,"XP_424461.2"
"430","ALPK3","alpha kinase 3",768936,"XP_004943664.1"
"431","ALPL","alkaline phosphatase, biomineralization associated",396317,"NP_990691.1"
"432","ALPP","alkaline phosphatase, placental",100859876,"XP_003641809.1"
"433","ALS2","alsin Rho guanine nucleotide exchange factor ALS2",424085,"XP_004942674.1"
"434","ALS2CL","ALS2 C-terminal like",428401,"XP_004939153.1"
"435","ALX1","ALX homeobox 1",427871,"XP_015138946.1"
"436","ALYREF","Aly/REF export factor",769169,"NP_001264836.1"
"437","AMACR","alpha-methylacyl-CoA racemase",427429,"NP_001026619.1"
"438","AMBP","alpha-1-microglobulin/bikunin precursor",770795,"NP_001264627.1"
"439","AMBRA1","autophagy and beclin 1 regulator 1",423194,"XP_001233289.3"
"440","AMD1","adenosylmethionine decarboxylase 1",421755,"NP_001012587.1"
"441","AMDHD1","amidohydrolase domain containing 1",417917,"XP_416158.1"
"442","AMER1","APC membrane recruitment protein 1",422314,"XP_004940836.1"
"443","AMER3","APC membrane recruitment protein 3",100859787,"XP_004937028.1"
"444","AMFR","autocrine motility factor receptor",415697,"XP_414064.3"
"445","AMH","anti-Mullerian hormone",395887,"NP_990361.1"
"446","AMHR2","anti-Mullerian hormone receptor type 2",424261,"XP_015145444.1"
"447","AMIGO2","adhesion molecule with Ig like domain 2",417810,"NP_001186479.1"
"448","AMMECR1","AMMECR nuclear protein 1",422343,"XP_015134088.1"
"449","AMMECR1L","AMMECR1 like",424755,"XP_015132669.1"
"450","AMMECR1L","AMMECR1 like",424755,"XP_015132671.1"
"451","AMN","amnion associated transmembrane protein",423472,"NP_001264445.1"
"452","AMN1","antagonist of mitotic exit network 1 homolog",418137,"XP_416368.1"
"453","AMOT","angiomotin",422336,"XP_004940856.2"
"454","AMOTL1","angiomotin like 1",428091,"XP_004938904.1"
"455","AMPD1","adenosine monophosphate deaminase 1",772125,"XP_003642776.1"
"456","AMPD3","adenosine monophosphate deaminase 3",423041,"XP_015141862.1"
"457","AMPH","amphiphysin",420761,"XP_015137039.1"
"458","AMT","aminomethyltransferase",395566,"NP_990119.1"
"459","AMY1A","amylase alpha 1A",414139,"XP_015146092.1"
"460","AMZ1","archaelysin family metallopeptidase 1",416474,"XP_414779.2"
"461","ANAPC1","anaphase promoting complex subunit 1",421228,"XP_419303.3"
"462","ANAPC2","anaphase promoting complex subunit 2",417258,"XP_415533.2"
"463","ANAPC4","anaphase promoting complex subunit 4",422805,"XP_001231777.2"
"464","ANAPC5","anaphase promoting complex subunit 5",416842,"NP_001006187.1"
"465","ANAPC10","anaphase promoting complex subunit 10",422461,"NP_001008467.1"
"466","ANAPC13","anaphase promoting complex subunit 13",769605,"NP_001264411.1"
"467","ANAPC15","anaphase promoting complex subunit 15",100857405,"XP_003643482.1"
"468","ANAPC16","anaphase promoting complex subunit 16",423708,"XP_015143725.1"
"469","ANAPC16","anaphase promoting complex subunit 16",423708,"XP_421587.3"
"470","ANGEL1","angel homolog 1",423370,"XP_015142879.1"
"471","ANGEL2","angel homolog 2",421363,"XP_015139146.1"
"472","ANGPT1","angiopoietin 1",395129,"NP_001186376.1"
"473","ANGPT2","angiopoietin 2",395610,"XP_015140299.1"
"474","ANGPT4","angiopoietin 4",771763,"XP_001235003.2"
"475","ANGPTL1","angiopoietin like 1",770850,"NP_001264594.1"
"476","ANGPTL2","angiopoietin like 2",776031,"NP_001264628.1"
"477","ANGPTL3","angiopoietin like 3",100189558,"NP_001128594.1"
"478","ANGPTL4","angiopoietin like 4",769087,"XP_001232284.3"
"479","ANGPTL5","angiopoietin like 5",772036,"NP_001184165.1"
"480","ANGPTL7","angiopoietin like 7",101750033,"XP_004947524.1"
"481","ANK1","ankyrin 1",396311,"XP_015152875.1"
"482","ANK1","ankyrin 1",396311,"XP_015152887.1"
"483","ANK2","ankyrin 2",422689,"XP_015131831.1"
"484","ANK2","ankyrin 2",422689,"XP_015131838.1"
"485","ANK3","ankyrin 3",396309,"XP_015143555.1"
"486","ANK3","ankyrin 3",396309,"XP_015143558.1"
"487","ANKDD1A","ankyrin repeat and death domain containing 1A",415525,"NP_001280117.1"
"488","ANKDD1B","ankyrin repeat and death domain containing 1B",431596,"XP_004937398.1"
"489","ANKEF1","ankyrin repeat and EF-hand domain containing 1",416735,"XP_004935298.2"
"490","ANKFN1","ankyrin repeat and fibronectin type III domain containing 1",427807,"XP_004946215.1"
"491","ANKFY1","ankyrin repeat and FYVE domain containing 1",417494,"XP_415742.4"
"492","ANKH","ANKH inorganic pyrophosphate transport regulator",420917,"NP_001012580.1"
"493","ANKHD1","ankyrin repeat and KH domain containing 1",416143,"XP_015149004.1"
"494","ANKIB1","ankyrin repeat and IBR domain containing 1",420550,"XP_015137444.1"
"495","ANKK1","ankyrin repeat and kinase domain containing 1",100859406,"XP_003642663.2"
"496","ANKLE1","ankyrin repeat and LEM domain containing 1",100857739,"XP_015155566.1"
"497","ANKLE2","ankyrin repeat and LEM domain containing 2",416790,"XP_004945547.1"
"498","ANKMY1","ankyrin repeat and MYND domain containing 1",417300,"XP_004945807.1"
"499","ANKMY2","ankyrin repeat and MYND domain containing 2",420593,"NP_001026150.1"
"500","ANKRA2","ankyrin repeat family A member 2",426153,"NP_001006565.1"
"501","ANKRD1","ankyrin repeat domain 1",378926,"NP_989736.1"
"502","ANKRD2","ankyrin repeat domain 2",423841,"XP_421709.3"
"503","ANKRD6","ankyrin repeat domain 6",421813,"XP_015140180.1"
"504","ANKRD9","ankyrin repeat domain 9",423469,"XP_421377.3"
"505","ANKRD10","ankyrin repeat domain 10",418760,"NP_001025986.1"
"506","ANKRD11","ankyrin repeat domain 11",415845,"XP_015148160.1"
"507","ANKRD12","ankyrin repeat domain 12",425900,"XP_015137982.1"
"508","ANKRD13A","ankyrin repeat domain 13A",416902,"XP_415193.5"
"509","ANKRD13B","ankyrin repeat domain 13B",100859164,"XP_015151586.1"
"510","ANKRD13C","ankyrin repeat domain 13C",424715,"XP_430177.4"
"511","ANKRD13D","ankyrin repeat domain 13D",107049270,"XP_015128129.1"
"512","ANKRD16","ankyrin repeat domain 16",416688,"NP_001186243.1"
"513","ANKRD17","ankyrin repeat domain 17",422651,"XP_004941241.1"
"514","ANKRD22","ankyrin repeat domain 22",771419,"NP_001264334.1"
"515","ANKRD22","ankyrin repeat domain 22",771419,"XP_015143886.1"
"516","ANKRD24","ankyrin repeat domain 24",428331,"XP_015155494.1"
"517","ANKRD26","ankyrin repeat domain 26",417764,"XP_015136530.1"
"518","ANKRD27","ankyrin repeat domain 27",415766,"XP_015147918.1"
"519","ANKRD28","ankyrin repeat domain 28",420640,"XP_004939445.2"
"520","ANKRD29","ankyrin repeat domain 29",428523,"XP_426077.3"
"521","ANKRD31","ankyrin repeat domain 31",427208,"XP_015133129.1"
"522","ANKRD33B","ankyrin repeat domain 33B",420924,"XP_004935171.2"
"523","ANKRD34B","ankyrin repeat domain 34B",431626,"XP_015136153.1"
"524","ANKRD39","ankyrin repeat domain 39",107057371,"XP_015157898.1"
"525","ANKRD40","ankyrin repeat domain 40",428678,"NP_001026702.1"
"526","ANKRD42","ankyrin repeat domain 42",772327,"XP_001235479.4"
"527","ANKRD44","ankyrin repeat domain 44",424055,"XP_015144888.1"
"528","ANKRD46","ankyrin repeat domain 46",426304,"XP_003640890.1"
"529","ANKRD49","ankyrin repeat domain 49",418997,"XP_003640639.1"
"530","ANKRD50","ankyrin repeat domain 50",422663,"XP_015131874.1"
"531","ANKRD52","ankyrin repeat domain 52",426469,"NP_001012957.1"
"532","ANKRD54","ankyrin repeat domain 54",418034,"XP_416271.1"
"533","ANKRD55","ankyrin repeat domain 55",100858831,"XP_015133059.1"
"534","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A",419898,"XP_004935096.1"
"535","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A",419898,"XP_015154481.1"
"536","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B",417927,"XP_015140200.1"
"537","ANKS3","ankyrin repeat and sterile alpha motif domain containing 3",769431,"XP_001231827.3"
"538","ANKS4B","ankyrin repeat and sterile alpha motif domain containing 4B",427007,"XP_424609.1"
"539","ANKS6","ankyrin repeat and sterile alpha motif domain containing 6",420977,"XP_419064.4"
"540","ANKZF1","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1",429038,"XP_001232760.2"
"541","ANLN","anillin actin binding protein",420738,"XP_418836.3"
"542","ANO1","anoctamin 1",423144,"XP_421072.5"
"543","ANO3","anoctamin 3",422968,"XP_015141659.1"
"544","ANO4","anoctamin 4",427878,"XP_015145107.1"
"545","ANO4","anoctamin 4",427878,"XP_015145116.1"
"546","ANO5","anoctamin 5",422973,"XP_015141674.1"
"547","ANO6","anoctamin 6",417802,"XP_004937606.1"
"548","ANO8","anoctamin 8",429912,"XP_015155592.1"
"549","ANO9","anoctamin 9",422996,"XP_015141741.1"
"550","ANO9","anoctamin 9",422996,"XP_015141744.1"
"551","ANO10","anoctamin 10",420674,"XP_004939487.1"
"552","ANOS1","anosmin 1",396395,"NP_990755.1"
"553","ANP32A","acidic nuclear phosphoprotein 32 family member A",415562,"XP_004943985.1"
"554","ANP32B","acidic nuclear phosphoprotein 32 family member B",420087,"XP_015155299.1"
"555","ANP32E","acidic nuclear phosphoprotein 32 family member E",426109,"NP_001006564.2"
"556","ANPEP","alanyl aminopeptidase, membrane",395667,"NP_990192.1"
"557","ANTXR1","ANTXR cell adhesion molecule 1",428199,"XP_425758.4"
"558","ANTXR2","ANTXR cell adhesion molecule 2",422580,"XP_015132009.1"
"559","ANTXRL","ANTXR like",423775,"XP_015143929.1"
"560","ANXA1","annexin A1",404271,"XP_015135755.1"
"561","ANXA2","annexin A2",396297,"NP_990682.1"
"562","ANXA4","annexin A4",772393,"XP_004947704.2"
"563","ANXA5","annexin A5",428767,"NP_001026709.1"
"564","ANXA6","annexin A6",395481,"XP_015149218.1"
"565","ANXA7","annexin A7",423747,"NP_001264276.1"
"566","ANXA8","annexin A8",423774,"XP_015143930.1"
"567","ANXA10","annexin A10",770326,"XP_015140877.1"
"568","ANXA11","annexin A11",423637,"NP_001012921.2"
"569","ANXA13","annexin A13",420342,"NP_001186430.1"
"570","AOAH","acyloxyacyl hydrolase",420737,"XP_004939588.1"
"571","AOC1","amine oxidase copper containing 1",100858159,"XP_015136639.1"
"572","AOC3","amine oxidase copper containing 3",420015,"XP_004948682.1"
"573","AOX1","aldehyde oxidase 1",424071,"XP_015144903.1"
"574","AP1AR","adaptor related protein complex 1 associated regulatory protein",422693,"XP_004936009.1"
"575","AP1AR","adaptor related protein complex 1 associated regulatory protein",422693,"XP_420646.2"
"576","AP1B1","adaptor related protein complex 1 subunit beta 1",417021,"XP_004934527.2"
"577","AP1G1","adaptor related protein complex 1 subunit gamma 1",415880,"XP_015148086.1"
"578","AP1M1","adaptor related protein complex 1 subunit mu 1",420149,"NP_001007887.1"
"579","AP1S3","adaptor related protein complex 1 subunit sigma 3",424807,"NP_001025179.1"
"580","AP2A2","adaptor related protein complex 2 subunit alpha 2",423102,"XP_015142099.1"
"581","AP2B1","adaptor related protein complex 2 subunit beta 1",417525,"XP_015151502.1"
"582","AP2M1","adaptor related protein complex 2 subunit mu 1",770246,"NP_001072962.1"
"583","AP3B1","adaptor related protein complex 3 subunit beta 1",427646,"XP_003643003.1"
"584","AP3B2","adaptor related protein complex 3 subunit beta 2",769343,"XP_015134564.1"
"585","AP3D1","adaptor related protein complex 3 subunit delta 1",420079,"XP_004948822.1"
"586","AP3M1","adaptor related protein complex 3 subunit mu 1",423736,"XP_015143704.1"
"587","AP3M2","adaptor related protein complex 3 subunit mu 2",426790,"XP_004947668.1"
"588","AP3M2","adaptor related protein complex 3 subunit mu 2",426790,"XP_424403.2"
"589","AP3S1","adaptor related protein complex 3 subunit sigma 1",427389,"NP_001006586.1"
"590","AP3S2","adaptor related protein complex 3 subunit sigma 2",415581,"NP_001278663.1"
"591","AP4B1","adaptor related protein complex 4 subunit beta 1",419879,"NP_001026088.1"
"592","AP4E1","adaptor related protein complex 4 subunit epsilon 1",415425,"XP_015147419.1"
"593","AP4S1","adaptor related protein complex 4 subunit sigma 1",423309,"XP_015143123.1"
"594","AP4S1","adaptor related protein complex 4 subunit sigma 1",423309,"XP_015143126.1"
"595","AP5M1","adaptor related protein complex 5 subunit mu 1",423548,"XP_421441.3"
"596","AP5Z1","adaptor related protein complex 5 subunit zeta 1",416478,"XP_003642161.2"
"597","APAF1","apoptotic peptidase activating factor 1",417926,"XP_004937711.1"
"598","APAF1","apoptotic peptidase activating factor 1",417926,"XP_015145179.1"
"599","APBA1","amyloid beta precursor protein binding family A member 1",427246,"XP_004949208.2"
"600","APBA2","amyloid beta precursor protein binding family A member 2",415386,"XP_015134474.1"
"601","APBA3","amyloid beta precursor protein binding family A member 3",420069,"XP_418188.3"
"602","APBB1","amyloid beta precursor protein binding family B member 1",100859045,"XP_015136419.1"
"603","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein",420492,"NP_001006357.2"
"604","APBB2","amyloid beta precursor protein binding family B member 2",422781,"XP_004936151.1"
"605","APBB2","amyloid beta precursor protein binding family B member 2",422781,"XP_004936156.1"
"606","APBB3","amyloid beta precursor protein binding family B member 3",101750838,"XP_015149042.1"
"607","APC2","APC regulator of WNT signaling pathway 2",429363,"XP_015155431.1"
"608","APCDD1","APC down-regulated 1",426765,"NP_001012959.1"
"609","APCDD1L","APC down-regulated 1 like",419316,"XP_015152029.1"
